EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 173 "cur.execute("INSERT INTO stocks (cusip, symbol, name, exchange, marginable, table_fundamentals, added_date, updated_date, type) VALUES (%s, %s, %s, %s, %s, 0, %s, %s, %s);", (alpaca_asset.id, alpaca_asset.symbol, alpaca_asset.name, alpaca_asset.exchange, alpaca_asset.marginable, today, today, f[f1]['assetType']))"): 'ZBH.WI'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 173 "cur.execute("INSERT INTO stocks (cusip, symbol, name, exchange, marginable, table_fundamentals, added_date, updated_date, type) VALUES (%s, %s, %s, %s, %s, 0, %s, %s, %s);", (alpaca_asset.id, alpaca_asset.symbol, alpaca_asset.name, alpaca_asset.exchange, alpaca_asset.marginable, today, today, f[f1]['assetType']))"): 'KNTK'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 173 "cur.execute("INSERT INTO stocks (cusip, symbol, name, exchange, marginable, table_fundamentals, added_date, updated_date, type) VALUES (%s, %s, %s, %s, %s, 0, %s, %s, %s);", (alpaca_asset.id, alpaca_asset.symbol, alpaca_asset.name, alpaca_asset.exchange, alpaca_asset.marginable, today, today, f[f1]['assetType']))"): 'TNVDF'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 171 "f3 = f[f1][f2]"): 'ZBH.WI'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 182 "cur.execute("INSERT INTO stocks (cusip, symbol, name, exchange, marginable, table_fundamentals, added_date, updated_date, type) VALUES (%s, %s, %s, %s, %s, 0, %s, %s, %s);", (alpaca_asset.id, alpaca_asset.symbol, alpaca_asset.name, alpaca_asset.exchange, alpaca_asset.marginable, today, today, f[f1]['assetType']))"): 'ZBH.WI'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 192 "cur.execute("INSERT INTO fundamentals (stock_id, symbol, high52, low52, dividendAmount, dividendYield) VALUES (%s, %s, %s, %s, %s, %s);", (id, f3['symbol'], f3['high52'], f3['low52'], f3['dividendAmount'], f3['dividendYield']))"): name 'f3' is not defined
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 205 "cur.execute("UPDATE fundamentals SET peRatio = %s, pegRatio = %s, pbRatio = %s, prRatio = %s where stock_id = %s;", (f3['peRatio'], f3['pegRatio'], f3['pbRatio'], f3['prRatio'], id))"): name 'f3' is not defined
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 171 "f3 = f[f1][f2]"): 'ZBH.WI'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 171 "f3 = f[f1][f2]"): 'TNVDF'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 170 "f3 = f[f1][f2]"): 'PRIFV'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 170 "f3 = f[f1][f2]"): 'RLTY'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 170 "f3 = f[f1][f2]"): 'POST.WI'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 170 "f3 = f[f1][f2]"): 'BRBR.WI'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 170 "f3 = f[f1][f2]"): 'PNCKD'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 170 "f3 = f[f1][f2]"): 'CDIGF'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 170 "f3 = f[f1][f2]"): 'CRTX'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 170 "f3 = f[f1][f2]"): 'PNF'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 170 "f3 = f[f1][f2]"): 'MNP'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 171 "f3 = f[f1][f2]"): 'PRIFV'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 171 "f3 = f[f1][f2]"): 'PRIFV'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 171 "f3 = f[f1][f2]"): 'RLTY'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 171 "f3 = f[f1][f2]"): 'POST.WI'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 171 "f3 = f[f1][f2]"): 'BRBR.WI'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 171 "f3 = f[f1][f2]"): 'PNCKD'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 171 "f3 = f[f1][f2]"): 'CDIGF'
EXCEPTION IN (/home/media/repos/stockbot/init2_addstocks.py, LINE 171 "f3 = f[f1][f2]"): 'ZBH.WI'
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
EXCEPTION IN (/home/media/repos/stockbot/init3_histdaily.py, LINE 144 "cur.execute("UPDATE stocks SET tables_daily = '0' where id = %s;", (id))"): 'int' object does not support indexing
